校区ID,清算日期,交易时间,交易参考号,银行卡号,终端号,刷卡金额
102110082991001,2015/6/1,2015/6/1 9:10:46,723051716730,62278*********8067,100048526,5041.00 
102110082991001,2015/6/1,2015/6/1 9:10:47,642846155932,62278*********8068,100048526,5042.00 
102110082991001,2015/6/1,2015/6/1 9:10:47,368063683874,62278*********8069,100048526,5043.00 
102110082991001,2015/6/1,2015/6/1 9:10:48,989326294895,62278*********8070,100048526,5044.00 
102110082991001,2015/6/1,2015/6/1 9:10:48,251796848866,62278*********8071,100048526,5045.00 
102110082991001,2015/6/1,2015/6/1 9:10:49,879405003108,62278*********8072,100048526,5046.00 
102110082991001,2015/6/1,2015/6/1 9:10:49,896209877994,62278*********8073,100048526,5047.00 
102110082991001,2015/6/1,2015/6/1 9:10:50,843147658074,62278*********8074,100048526,5048.00 
102110082991001,2015/6/1,2015/6/1 9:10:50,775031718803,62278*********8075,100048526,5049.00 
102110082991001,2015/6/1,2015/6/1 9:10:51,300456400816,62278*********8076,100048526,5050.00 
102110082991001,2015/6/1,2015/6/1 9:10:51,547839096401,62278*********8077,100048526,5051.00 
102110082991001,2015/6/1,2015/6/1 9:10:52,189194378727,62278*********8078,100048526,5052.00 
102110082991001,2015/6/1,2015/6/1 9:10:52,900628470356,62278*********8079,100048526,5053.00 
102110082991001,2015/6/1,2015/6/1 9:10:53,604754470527,62278*********8080,100048526,5054.00 
102110082991001,2015/6/1,2015/6/1 9:10:53,989346912740,62278*********8081,100048526,5055.00 
102110082991001,2015/6/1,2015/6/1 9:10:54,847303812397,62278*********8082,100048526,5056.00 
102110082991001,2015/6/1,2015/6/1 9:10:54,812976403298,62278*********8083,100048526,5057.00 
102110082991001,2015/6/1,2015/6/1 9:10:55,368653888047,62278*********8084,100048526,5058.00 
102110082991001,2015/6/1,2015/6/1 9:10:55,204956534145,62278*********8085,100048526,5059.00 
102110082991001,2015/6/1,2015/6/1 9:10:56,579696005174,62278*********8086,100048526,5060.00 
102110082991001,2015/6/1,2015/6/1 9:10:56,539258410355,62278*********8087,100048526,5061.00 
102110082991001,2015/6/1,2015/6/1 9:10:57,515225205826,62278*********8088,100048526,5062.00 
102110082991001,2015/6/1,2015/6/1 9:10:57,984372667985,62278*********8089,100048526,5063.00 
102110082991001,2015/6/1,2015/6/1 9:10:58,361748482327,62278*********8090,100048526,5064.00 
102110082991001,2015/6/1,2015/6/1 9:10:58,263986411425,62278*********8091,100048526,5065.00 
102110082991001,2015/6/1,2015/6/1 9:10:59,723339172352,62278*********8092,100048526,5066.00 
102110082991001,2015/6/1,2015/6/1 9:10:59,803210821022,62278*********8093,100048526,5067.00 
102110082991001,2015/6/1,2015/6/1 9:11:00,995261000154,62278*********8094,100048526,5068.00 
102110082991001,2015/6/1,2015/6/1 9:11:00,936963415211,62278*********8095,100048526,5069.00 
102110082991001,2015/6/1,2015/6/1 9:11:01,316287185453,62278*********8096,100048526,5070.00 
102110082991001,2015/6/1,2015/6/1 9:11:01,210149150764,62278*********8097,100048526,5071.00 
102110082991001,2015/6/1,2015/6/1 9:11:02,693262673477,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:02,864627574266,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:03,561311371621,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:03,870791854232,62278*********8101,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:04,449779668233,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:04,928381343302,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:05,401784236370,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:05,871853219057,62278*********8101,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:06,442087859021,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:06,174591524446,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:07,582375118557,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:07,352084931799,62278*********8101,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:08,521571163404,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:08,315598347554,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:09,513629672626,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:09,140507817281,62278*********8101,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:10,385543454928,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:10,532916968282,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:11,906030516537,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:11,376258995147,62278*********8101,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:12,378379265886,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:12,926630229407,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:13,459640843674,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:13,292370202741,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:14,447024137289,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:14,995149067646,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:15,171178009177,62278*********8101,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:15,556001916048,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:16,470712615055,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:16,225075883714,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:17,405210077760,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:17,556926097960,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:18,672975262972,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:18,764518781022,62278*********8101,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:19,887366289225,62278*********8098,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:19,884250188400,62278*********8099,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:20,282621098562,62278*********8100,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:20,614033216257,62278*********8101,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:21,259516965877,62278*********8102,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:21,589470137541,62278*********8103,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:22,268868375145,62278*********8104,100048526,5072.00 
102110082991001,2015/6/1,2015/6/1 9:11:22,279308971791,62278*********8105,100048526,5072.00 
102110082991003,2015/6/1,2015/6/1 9:11:23,229762234861,62278*********8106,100048534,5073.00 
102110082991003,2015/6/1,2015/6/1 9:11:23,859705985611,62278*********8107,100048534,5074.00 
102110082991003,2015/6/1,2015/6/1 9:11:24,900593936908,62278*********8108,100048534,5075.00 
102110082991003,2015/6/1,2015/6/1 9:11:24,380072311487,62278*********8109,100048534,5076.00 
102110082991003,2015/6/1,2015/6/1 9:11:25,201802942384,62278*********8110,100048534,5077.00 
102110082991003,2015/6/1,2015/6/1 9:11:25,254660741552,62278*********8111,100048534,5078.00 
102110082991003,2015/6/1,2015/6/1 9:11:26,869474121326,62278*********8112,100048534,5079.00 
102110082991003,2015/6/1,2015/6/1 9:11:26,377080977148,62278*********8113,100048534,5080.00 
102110082991003,2015/6/1,2015/6/1 9:11:27,378914794286,62278*********8114,100048534,5081.00 
102110082991003,2015/6/1,2015/6/1 9:11:27,591601653559,62278*********8115,100048534,5082.00 
102110082991003,2015/6/1,2015/6/1 9:11:28,396070648983,62278*********8116,100048534,5083.00 
102110082991003,2015/6/1,2015/6/1 9:11:28,222435642322,62278*********8117,100048534,5084.00 
102110082991003,2015/6/1,2015/6/1 9:11:29,446040267371,62278*********8118,100048534,5085.00 
102110082991003,2015/6/1,2015/6/1 9:11:29,658213383227,62278*********8119,100048534,5086.00 
102110082991003,2015/6/1,2015/6/1 9:11:30,344386868204,62278*********8120,100048534,5087.00 
102110082991003,2015/6/1,2015/6/1 9:11:30,936615442877,62278*********8121,100048534,5088.00 
102110082991003,2015/6/1,2015/6/1 9:11:31,883941405727,62278*********8122,100048534,5089.00 
102110082991003,2015/6/1,2015/6/1 9:11:31,895297736957,62278*********8123,100048534,5090.00 
102110082991003,2015/6/1,2015/6/1 9:11:32,516236858102,62278*********8124,100048534,5091.00 
102110082991003,2015/6/1,2015/6/1 9:11:32,972029280349,62278*********8125,100048534,5092.00 
102110082991003,2015/6/1,2015/6/1 9:11:33,737364172143,62278*********8126,100048534,5093.00 
102110082991003,2015/6/1,2015/6/1 9:11:33,669033373235,62278*********8127,100048534,5094.00 
102110082991003,2015/6/1,2015/6/1 9:11:34,574327143160,62278*********8128,100048534,5095.00 
102110082991003,2015/6/1,2015/6/1 9:11:34,733268874689,62278*********8129,100048534,5096.00 
102110082991003,2015/6/1,2015/6/1 9:11:35,816530162973,62278*********8130,100048534,5097.00 
102110082991003,2015/6/1,2015/6/1 9:11:35,755739997653,62278*********8131,100048534,5098.00 
102110082991003,2015/6/1,2015/6/1 9:11:36,712475072236,62278*********8132,100048534,5099.00 
102110082991003,2015/6/1,2015/6/1 9:11:36,925848597840,62278*********8133,100048534,5100.00 
102110082991003,2015/6/1,2015/6/1 9:11:37,948240394193,62278*********8134,100048534,5101.00 
102110082991003,2015/6/1,2015/6/1 9:11:37,642409821256,62278*********8135,100048534,5102.00 
102110082991003,2015/6/1,2015/6/1 9:11:38,996843709697,62278*********8136,100048534,5103.00 
102110082991003,2015/6/1,2015/6/1 9:11:38,455172296175,62278*********8137,100048534,5104.00 
102110082991003,2015/6/1,2015/6/1 9:11:39,762495238632,62278*********8138,100048534,5105.00 
102110082991003,2015/6/1,2015/6/1 9:11:39,506475808832,62278*********8139,100048534,5106.00 
102110082991003,2015/6/1,2015/6/1 9:11:40,682966110470,62278*********8140,100048534,5107.00 
102110082991003,2015/6/1,2015/6/1 9:11:40,456491394905,62278*********8141,100048534,5108.00 
102110082991003,2015/6/1,2015/6/1 9:11:41,261980732810,62278*********8142,100048534,5109.00 
102110082991003,2015/6/1,2015/6/1 9:11:41,444189527638,62278*********8143,100048534,5110.00 
102110082991003,2015/6/1,2015/6/1 9:11:42,411113655825,62278*********8144,100048534,5111.00 
102110082991003,2015/6/1,2015/6/1 9:11:42,441307372811,62278*********8145,100048534,5112.00 
102110082991003,2015/6/1,2015/6/1 9:11:43,705723283934,62278*********8146,100048534,5113.00 
102110082991003,2015/6/1,2015/6/1 9:11:43,498018517224,62278*********8147,100048534,5114.00 
102110082991003,2015/6/1,2015/6/1 9:11:44,171324197248,62278*********8148,100048534,5115.00 
102110082991003,2015/6/1,2015/6/1 9:11:44,880084180651,62278*********8149,100048534,5116.00 
102110082991003,2015/6/1,2015/6/1 9:11:45,154144461787,62278*********8150,100048534,5117.00 
102110082991003,2015/6/1,2015/6/1 9:11:45,212011772944,62278*********8151,100048534,5118.00 
102110082991003,2015/6/1,2015/6/1 9:11:46,504395686585,62278*********8152,100048534,5119.00 
102110082991003,2015/6/1,2015/6/1 9:11:46,412138014667,62278*********8153,100048534,5120.00 
102110082991003,2015/6/1,2015/6/1 9:11:47,155414484676,62278*********8154,100048534,5121.00 
102110082991003,2015/6/1,2015/6/1 9:11:47,327116641767,62278*********8155,100048534,5122.00 
102110082991003,2015/6/1,2015/6/1 9:11:48,952485464039,62278*********8156,100048534,5123.00 
102110082991003,2015/6/1,2015/6/1 9:11:48,457777673468,62278*********8157,100048534,5124.00 
102110082991003,2015/6/1,2015/6/1 9:11:49,898592210117,62278*********8158,100048534,5125.00 
102110082991003,2015/6/1,2015/6/1 9:11:49,780758302473,62278*********8159,100048534,5126.00 
102110082991003,2015/6/1,2015/6/1 9:11:50,315251366076,62278*********8160,100048534,5127.00 
102110082991003,2015/6/1,2015/6/1 9:11:50,604847901382,62278*********8161,100048534,5128.00 
102110082991003,2015/6/1,2015/6/1 9:11:51,255303401176,62278*********8162,100048534,5129.00 
102110082991003,2015/6/1,2015/6/1 9:11:51,734583708732,62278*********8163,100048534,5130.00 
102110082991003,2015/6/1,2015/6/1 9:11:52,741919318301,62278*********8164,100048534,5131.00 
102110082991003,2015/6/1,2015/6/1 9:11:52,871476218374,62278*********8165,100048534,5132.00 
102110082991003,2015/6/1,2015/6/1 9:11:53,339490287699,62278*********8166,100048534,5133.00 
102110082991003,2015/6/1,2015/6/1 9:11:53,865450564809,62278*********8167,100048534,5134.00 
102110082991003,2015/6/1,2015/6/1 9:11:54,951137195979,62278*********8168,100048534,5135.00 
102110082991003,2015/6/1,2015/6/1 9:11:54,400307743760,62278*********8169,100048534,5136.00 
102110082991003,2015/6/1,2015/6/1 9:11:55,405343209579,62278*********8170,100048534,5137.00 
102110082991003,2015/6/1,2015/6/1 9:11:55,837968021075,62278*********8171,100048534,5138.00 
102110082991003,2015/6/1,2015/6/1 9:11:56,445457241481,62278*********8172,100048534,5139.00 
102110082991003,2015/6/1,2015/6/1 9:11:56,245345348260,62278*********8173,100048534,5140.00 
102110082991003,2015/6/1,2015/6/1 9:11:57,628455710528,62278*********8174,100048534,5141.00 
102110082991003,2015/6/1,2015/6/1 9:11:57,375818880373,62278*********8175,100048534,5142.00 
102110082991003,2015/6/1,2015/6/1 9:11:58,467119350230,62278*********8176,100048534,5143.00 
102110082991003,2015/6/1,2015/6/1 9:11:58,364430881624,62278*********8177,100048534,5144.00 
102110082991003,2015/6/1,2015/6/1 9:11:59,966007126464,62278*********8178,100048534,5145.00 
102110082991003,2015/6/1,2015/6/1 9:11:59,784560846448,62278*********8179,100048534,5146.00 
102110082991003,2015/6/1,2015/6/1 9:12:00,510805423595,62278*********8180,100048534,5147.00 
102110082991003,2015/6/1,2015/6/1 9:12:00,468608029215,62278*********8181,100048534,5148.00 
102110082991003,2015/6/1,2015/6/1 9:12:01,695487579153,62278*********8182,100048534,5149.00 
102110082991003,2015/6/1,2015/6/1 9:12:01,966703858997,62278*********8183,100048534,5150.00 
102110082991003,2015/6/1,2015/6/1 9:12:02,518277853924,62278*********8184,100048534,5151.00 
102110082991003,2015/6/1,2015/6/1 9:12:02,510106340182,62278*********8185,100048534,5152.00 
102110082991003,2015/6/1,2015/6/1 9:12:03,520498488776,62278*********8186,100048534,5153.00 
102110082991003,2015/6/1,2015/6/1 9:12:03,480442034423,62278*********8187,100048534,5154.00 
102110082991003,2015/6/1,2015/6/1 9:12:04,763316075987,62278*********8188,100048534,5155.00 
102110082991003,2015/6/1,2015/6/1 9:12:04,639917211688,62278*********8189,100048534,5156.00 
102110082991003,2015/6/1,2015/6/1 9:12:05,595788276702,62278*********8190,100048534,5157.00 
102110082991003,2015/6/1,2015/6/1 9:12:05,630599760755,62278*********8191,100048534,5158.00 
102110082991003,2015/6/1,2015/6/1 9:12:06,528894678860,62278*********8192,100048534,5159.00 
102110082991003,2015/6/1,2015/6/1 9:12:06,670957447233,62278*********8193,100048534,5160.00 
102110082991003,2015/6/1,2015/6/1 9:12:07,501148578736,62278*********8194,100048534,5161.00 
102110082991003,2015/6/1,2015/6/1 9:12:07,290864077293,62278*********8195,100048534,5162.00 
102110082991003,2015/6/1,2015/6/1 9:12:08,608094498290,62278*********8196,100048534,5163.00 
102110082991003,2015/6/1,2015/6/1 9:12:08,882319852896,62278*********8197,100048534,5164.00 
102110082991003,2015/6/1,2015/6/1 9:12:09,797869188196,62278*********8198,100048534,5165.00 
102110082991003,2015/6/1,2015/6/1 9:12:09,228815504124,62278*********8199,100048534,5166.00 
102110082991003,2015/6/1,2015/6/1 9:12:10,139468636078,62278*********8200,100048534,5167.00 
102110082991003,2015/6/1,2015/6/1 9:12:10,220198113660,62278*********8201,100048534,5168.00 
102110082991003,2015/6/1,2015/6/1 9:12:11,351696072715,62278*********8202,100048534,5169.00 
102110082991003,2015/6/1,2015/6/1 9:12:11,393911545229,62278*********8203,100048534,5170.00 
102110082991003,2015/6/1,2015/6/1 9:12:12,548250793849,62278*********8204,100048534,5171.00 
102110082991003,2015/6/1,2015/6/1 9:12:12,625054569245,62278*********8205,100048534,5172.00 
102110082991003,2015/6/1,2015/6/1 9:12:13,890661711170,62278*********8206,100048534,5173.00 
102110082991003,2015/6/1,2015/6/1 9:12:13,713525658692,62278*********8207,100048534,5174.00 
102110082991003,2015/6/1,2015/6/1 9:12:14,383196941829,62278*********8208,100048534,5175.00 
102110082991003,2015/6/1,2015/6/1 9:12:14,899668567696,62278*********8209,100048534,5176.00 
102110082991003,2015/6/1,2015/6/1 9:12:15,481637012884,62278*********8210,100048534,5177.00 
102110082991003,2015/6/1,2015/6/1 9:12:15,539714654290,62278*********8211,100048534,5178.00 
102110082991003,2015/6/1,2015/6/1 9:12:16,915296839365,62278*********8212,100048534,5179.00 
102110082991003,2015/6/1,2015/6/1 9:12:16,656064112333,62278*********8213,100048534,5180.00 
102110082991003,2015/6/1,2015/6/1 9:12:17,977734775533,62278*********8214,100048534,5181.00 
102110082991003,2015/6/1,2015/6/1 9:12:17,148813806337,62278*********8215,100048534,5182.00 
102110082991003,2015/6/1,2015/6/1 9:12:18,798402693424,62278*********8216,100048534,5183.00 
102110082991003,2015/6/1,2015/6/1 9:12:18,751874559703,62278*********8217,100048534,5184.00 
102110082991003,2015/6/1,2015/6/1 9:12:19,503401562696,62278*********8218,100048534,5185.00 
102110082991003,2015/6/1,2015/6/1 9:12:19,556128775579,62278*********8219,100048534,5186.00 
102110082991003,2015/6/1,2015/6/1 9:12:20,725715953041,62278*********8220,100048534,5187.00 
102110082991003,2015/6/1,2015/6/1 9:12:20,900634442595,62278*********8221,100048534,5188.00 
102110082991003,2015/6/1,2015/6/1 9:12:21,196454409289,62278*********8222,100048534,5189.00 
102110082991003,2015/6/1,2015/6/1 9:12:21,388353236603,62278*********8223,100048534,5190.00 
102110082991003,2015/6/1,2015/6/1 9:12:22,516536845173,62278*********8224,100048534,5191.00 
102110082991003,2015/6/1,2015/6/1 9:12:22,432338267670,62278*********8225,100048534,5192.00 
102110082991003,2015/6/1,2015/6/1 9:12:23,696665433453,62278*********8226,100048534,5193.00 
102110082991003,2015/6/1,2015/6/1 9:12:23,420647008409,62278*********8227,100048534,5194.00 
102110082991003,2015/6/1,2015/6/1 9:12:24,515784767883,62278*********8228,100048534,5195.00 
102110082991003,2015/6/1,2015/6/1 9:12:24,856384866637,62278*********8229,100048534,5196.00 
102110082991003,2015/6/1,2015/6/1 9:12:25,219589380753,62278*********8230,100048534,5197.00 
102110082991003,2015/6/1,2015/6/1 9:12:25,676503551223,62278*********8231,100048534,5198.00 
102110082991003,2015/6/1,2015/6/1 9:12:26,894019739689,62278*********8232,100048534,5199.00 
102110082991003,2015/6/1,2015/6/1 9:12:26,509040608208,62278*********8233,100048534,5200.00 
102110082991003,2015/6/1,2015/6/1 9:12:27,502906827648,62278*********8234,100048534,5201.00 
102110082991003,2015/6/1,2015/6/1 9:12:27,705726319361,62278*********8235,100048534,5202.00 
102110082991003,2015/6/1,2015/6/1 9:12:28,841726973833,62278*********8236,100048534,5203.00 
102110082991003,2015/6/1,2015/6/1 9:12:28,850549125218,62278*********8237,100048534,5204.00 
102110082991003,2015/6/1,2015/6/1 9:12:29,327717924871,62278*********8238,100048534,5205.00 
102110082991003,2015/6/1,2015/6/1 9:12:29,695559420536,62278*********8239,100048534,5206.00 
102110082991003,2015/6/1,2015/6/1 9:12:30,782431638704,62278*********8240,100048534,5207.00 
102110082991003,2015/6/1,2015/6/1 9:12:30,602617277771,62278*********8241,100048534,5208.00 
102110082991003,2015/6/1,2015/6/1 9:12:31,512696878857,62278*********8242,100048534,5209.00 
102110082991003,2015/6/1,2015/6/1 9:12:31,509348150829,62278*********8243,100048534,5210.00 
102110082991003,2015/6/1,2015/6/1 9:12:32,764845081868,62278*********8244,100048534,5211.00 
102110082991003,2015/6/1,2015/6/1 9:12:32,924775740320,62278*********8245,100048534,5212.00 
102110082991003,2015/6/1,2015/6/1 9:12:33,194624835942,62278*********8246,100048534,5213.00 
102110082991003,2015/6/1,2015/6/1 9:12:33,910851258419,62278*********8247,100048534,5214.00 
102110082991003,2015/6/1,2015/6/1 9:12:34,786567327723,62278*********8248,100048534,5215.00 
102110082991003,2015/6/1,2015/6/1 9:12:34,321632922744,62278*********8249,100048534,5216.00 
102110082991003,2015/6/1,2015/6/1 9:12:35,839704446543,62278*********8250,100048534,5217.00 
102110082991003,2015/6/1,2015/6/1 9:12:35,300544346062,62278*********8251,100048534,5218.00 
102110082991003,2015/6/1,2015/6/1 9:12:36,259853248049,62278*********8252,100048534,5219.00 
102110082991003,2015/6/1,2015/6/1 9:12:36,618079880797,62278*********8253,100048534,5220.00 
102110082991003,2015/6/1,2015/6/1 9:12:37,341432615273,62278*********8254,100048534,5221.00 
102110082991003,2015/6/1,2015/6/1 9:12:37,663811004780,62278*********8255,100048534,5222.00 
102110082991003,2015/6/1,2015/6/1 9:12:38,599801530135,62278*********8256,100048534,5223.00 
102110082991003,2015/6/1,2015/6/1 9:12:38,633938201136,62278*********8257,100048534,5224.00 
102110082991003,2015/6/1,2015/6/1 9:12:39,526065130059,62278*********8258,100048534,5225.00 
102110082991003,2015/6/1,2015/6/1 9:12:39,583185315707,62278*********8259,100048534,5226.00 
102110082991003,2015/6/1,2015/6/1 9:12:40,495286983282,62278*********8260,100048534,5227.00 
102110082991003,2015/6/1,2015/6/1 9:12:40,721840694072,62278*********8261,100048534,5228.00 
102110082991003,2015/6/1,2015/6/1 9:12:41,973296677698,62278*********8262,100048534,5229.00 
102110082991003,2015/6/1,2015/6/1 9:12:41,333751901507,62278*********8263,100048534,5230.00 
102110082991003,2015/6/1,2015/6/1 9:12:42,451285411993,62278*********8264,100048534,5231.00 
102110082991003,2015/6/1,2015/6/1 9:12:42,784244934611,62278*********8265,100048534,5232.00 
102110082991003,2015/6/1,2015/6/1 9:12:43,536550788355,62278*********8266,100048534,5233.00 
102110082991003,2015/6/1,2015/6/1 9:12:43,308801428265,62278*********8267,100048534,5234.00 
102110082991003,2015/6/1,2015/6/1 9:12:44,620535934953,62278*********8268,100048534,5235.00 
102110082991003,2015/6/1,2015/6/1 9:12:44,417094131526,62278*********8269,100048534,5236.00 
102110082991003,2015/6/1,2015/6/1 9:12:45,672596107084,62278*********8270,100048534,5237.00 
102110082991003,2015/6/1,2015/6/1 9:12:45,313201397177,62278*********8271,100048534,5238.00 
102110082991003,2015/6/1,2015/6/1 9:12:46,198840131250,62278*********8272,100048534,5239.00 
102110082991003,2015/6/1,2015/6/1 9:12:46,533560107743,62278*********8273,100048534,5240.00 
102110082991003,2015/6/1,2015/6/1 9:12:47,522683726312,62278*********8274,100048534,5241.00 
102110082991003,2015/6/1,2015/6/1 9:12:47,674026799599,62278*********8275,100048534,5242.00 
102110082991003,2015/6/1,2015/6/1 9:12:48,188439608863,62278*********8276,100048534,5243.00 
102110082991003,2015/6/1,2015/6/1 9:12:48,759430840115,62278*********8277,100048534,5244.00 
102110082991003,2015/6/1,2015/6/1 9:12:49,655840357378,62278*********8278,100048534,5245.00 
102110082991003,2015/6/1,2015/6/1 9:12:49,108625056104,62278*********8279,100048534,5246.00 
102110082991003,2015/6/1,2015/6/1 9:12:50,848188972742,62278*********8280,100048534,5247.00 
